,cuid,convert_30,revenue_30,roll_up,currentstatus,companytypegroup,team,customersource,accrole,num_employees,num_purchases_year,cost_purchases_year,enrollmentmethod,numorderone,numorderthreeone,numorderseventhree,numorderthirtyseven,numordersixtythirty,numorderyearsixty,sumrevone,sumrevthreeone,sumrevseventhree,sumrevthirtyseven,sumrevsixtythirty,sumrevyearsixty,numbamorder,numselforder,totalrev,aov,dayssincelastord,cuidshare,numstores,pospercentage,numinf,numinfconnect,numinfphone,numinfquote,percentlarge,percdirtythirty,percdirtyninetythirty,percdirtyyearninety,numbilling,numreturn,numwims,numproblem,numother,percentresolved,minnps,avgnps,maxnps,nps_count,numquote,numorderfromquote,quoteconrate,avgquoteprice,avgconquoteprice,numvisitone,numvisitthreeone,numvisitseventhree,numvisitthirtyseven,numvisitsixtythirty,numvisityearsixty,numvisittotal,numloggedinone,numloggedinthreeone,numloggedinseventhree,numloggedinthirtyseven,numloggedinsixtythirty,numloggedinyearsixty,numsecondsonsiteone,numsecondsonsitethreeone,numsecondsonsiteseventhree,numsecondsonsitethirtyseven,numsecondsonsitesixtythirty,numsecondsonsiteyearsixty,numtotalpageviewsone,numtotalpageviewsthreeone,numtotalpageviewsseventhree,numtotalpageviewsthirtyseven,numtotalpageviewssixtythirty,numtotalpageviewsyearsixty,numatcone,numatcthreeone,numatcseventhree,numatcthirtyseven,numatcsixtythirty,numatcyearsixty,numideaboardone,numideaboardthreeone,numideaboardseventhree,numideaboardthirtyseven,numideaboardsixtythirty,numideaboardyearsixty,dayssincelastvisit,sumatcprice,avgatcprice,numsearchtermsone,numsearchtermsthreeone,numsearchtermsseventhree,numsearchtermsthirtyseven,numsearchtermssixtythirty,numsearchtermsyearsixty,numskusviewedone,numskusviewedthreeone,numskusviewedseventhree,numskusviewedthirtyseven,numskusviewedsixtythirty,numskusviewedyearsixty,avgpriceone,avgpricethreeone,avgpriceseventhree,avgpricethirtyseven,avgpricesixtythirty,avgpriceyearsixty,avgprice,numtasksfirstintroone,numtasksfirstintrothreeone,numtasksfirstintroseventhree,numtasksfirstintrothirtyseven,numtasksfirstintrosixtythirty,numtasksfirstintroyearsixty,numtaskscadenceone,numtaskscadencethreeone,numtaskscadenceseventhree,numtaskscadencethirtyseven,numtaskscadencesixtythirty,numtaskscadenceyearsixty,numtasksreassignone,numtasksreassignthreeone,numtasksreassignseventhree,numtasksreassignthirtyseven,numtasksreassignsixtythirty,numtasksreassignyearsixty,numtaskscustactone,numtaskscustactthreeone,numtaskscustactseventhree,numtaskscustactthirtyseven,numtaskscustactsixtythirty,numtaskscustactyearsixty,numtasksotherone,numtasksotherthreeone,numtasksotherseventhree,numtasksotherthirtyseven,numtasksothersixtythirty,numtasksotheryearsixty,numcallsone,numcallsthreeone,numcallsseventhree,numcallsthirtyseven,numcallssixtythirty,numcallsyearsixty,numemailsone,numemailsthreeone,numemailsseventhree,numemailsthirtyseven,numemailssixtythirty,numemailsyearsixty,totalcalldurationone,totalcalldurationthreeone,totalcalldurationseventhree,totalcalldurationthirtyseven,totalcalldurationsixtythirty,totalcalldurationyearsixty,decmakerflagone,decmakerflagsevenone,decmakerflagfourteenseven,decmakerflagthirtyfourteen,percsecondsinbound,percemailopenedone,percemailopenedthreeone,percemailopenedseventhree,percemailopenedthirtyseven,percemailopenedsixtythirty,percemailopenedyearsixty,percemailclickedone,percemailclickedthreeone,percemailclickedseventhree,percemailclickedthirtyseven,percemailclickedsixtythirty,percemailclickedyearsixty,currentapplicability,numemaillist,dayssinceenrollment
62,1359,0,0,Onboarding,Enrolled,Business,US,Internal Application,Primary,2to5,25plus,25to100,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,9,22,13,44,0,0,0,6,8,2,0,0,0,518,39796,44673,0,0,0,35,260,225,0,0,0,0,2,1,0,0,0,0,1,1,9,,,0,0,0,2,4,9,0,0,0,13,53,53,,,,1556.226923,752.1890566,1095.501321,992.9289076,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0,66,520,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.107142857,0.131578947,0.222222222,,,33
66,1397,0,0,Onboarding,Enrolled,Business,US,Internal Application,None,2to5,25plus,5to25,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,34,43,146,231,0,3,0,23,6,24,0,9116,0,40292,70500,105563,0,26,0,176,232,673,0,1,0,8,5,19,0,0,0,0,0,2,2,4127.86,343.9883333,0,0,0,6,7,3,0,7,0,59,92,245,,519.9928571,,295.2140678,313.4784783,530.4790612,446.315062,0,0,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,3,1,0,0,0,2,88,48,0,0,0,0,0,0,0,0.25,0,0.067567568,0.138888889,0.079470199,0,0.1875,0,0.054054054,0.127777778,0.055629139,9.333333333,3,17
69,1447,0,0,Onboarding,Enrolled,Business,US,Internal Application,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,0,7,12,0,0,1,0,0,3,0,47,311,1117,0,8999,0,1,6,26,0,189,0,0,0,0,0,0,0,0,1,0,0,2,3,,,0,0,0,1,0,6,0,0,1,5,0,39,,,159.9,2871.992,,839.5394872,1050.264444,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,684,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,2,69
70,1466,0,0,Onboarding,Enrolled,Trade,US,Other,Primary,None,None,None,liveTransfer,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,18,19,0,0,0,0,0,4,0,52,0,0,0,11581,0,3,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,0,0,0,0,0,40,,,,,,538.76725,538.76725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1199,0,0,0,0,0,0,0,0,0,0.612176814,0,0,0,0,0,0.018181818,0,0,0,0,0,0.013131313,3.666666667,3,1
72,1519,0,0,Onboarding,Enrolled,Business,US,Internal Application,None,50plus,25plus,25to100,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,15,17,0,0,0,0,0,0,0,0,0,0,2234,27039,0,0,0,0,25,158,0,0,0,0,0,3,0,0,0,0,0,0,35,,,0,0,0,0,0,2,0,0,0,0,4,26,,,,,248.73,471.075,441.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0.090909091,0.045454545,1,0,0,0,0.090909091,0.028409091,3,1,0
73,1565,0,0,Onboarding,Active,Business,US,Social - Paid,None,6to10,25plus,25to100,directEIN,0,0,1,0,0,0,0,0,164.99,0,0,0,0,1,164.99,164.99,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,,,,,,,,,,3,1,10,1,0,2,17,1,1,8,0,0,0,9870,0,6141,1,0,44,14,1,51,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,373.5,373.5,4,0,7,0,0,0,0,0,8,1,0,2,,,358.12125,298.5,,1645.725,586.8109091,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,7
76,1631,0,0,Onboarding,Enrolled,Trade,US,Other,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,6,28,26,63,0,0,0,0,1,1,0,1464,0,797,15997,9470,0,5,0,21,208,94,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,1,0,4,0,6,61,17,,869.74,,1886.911667,1523.989836,1265.833529,1469.124773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,30,0,0,0,0,0,,0,0,0,0.192307692,0.172413793,0.071932299,0,0,0,0.076923077,0.091954023,0.005641749,5.666666667,3,36
78,1716,1,4398.06,Onboarding,Enrolled,Trade,US,Internal Customer Scrape,Primary,2to5,11to25,5to25,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10,19,14,126,169,0,0,6,0,0,39,0,0,12616,9063,2211,137935,0,0,50,85,72,867,0,0,0,1,2,25,0,0,0,0,0,0,4,799,799,0,0,2,2,3,28,0,0,7,43,22,267,,,2899.848571,1792.71907,2233.369091,1501.824045,1615.064897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0.4,0.063492063,0.022727273,0.053191489,0,0,0.4,0.031746032,0.011363636,0.021276596,7.333333333,3,7
82,1837,0,0,Onboarding,Enrolled,Business,US,Internal Application,None,1,1to2,1to5,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,6,16,23,0,0,0,1,2,10,0,0,0,315,1946,14794,0,0,0,9,47,88,0,0,0,0,0,1,0,0,0,1,1,3,20,,,0,0,0,0,1,0,0,0,0,2,17,20,,,,424,532.0635294,343.4395,429.7915385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,1,0.666666667,0.714285714,0.86,0.810344828,0.814189189,0,0,0,0,0.034482759,0.02027027,5,1,50
83,1882,0,0,Onboarding,Enrolled,Trade,US,Internal Application,None,2to5,25plus,5to25,directEIN,0,0,1,0,0,0,0,0,1540.77,0,0,0,0,1,1540.77,1540.77,5,1,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,2,3,8,6,2,8,29,2,3,6,4,0,3,63,211,17457,15920,1742,5121,7,5,221,155,36,157,0,0,1,1,0,0,0,0,3,2,0,2,1,392.87,98.2175,0,0,16,4,0,0,1,3,49,32,10,36,104.39,84.79,314.2702041,302.2059375,634.892,512.4086111,383.3909924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,5
85,1889,0,0,Onboarding,Enrolled,Trade,US,Internal Application,None,None,None,None,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,1,14,18,0,0,0,0,1,0,0,0,0,8467,6383,3387,0,0,0,12,26,69,0,0,0,0,0,0,0,0,0,0,0,0,14,,,,,,,,,0,0,0,3,11,21,,,,171.83,303.6327273,498.6795238,409.3634286,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,34,293,0,0,0,0,0,0,1,0.833333333,1,0.98,0.920634921,0.851739788,0,0,0,0.08,0,0.015128593,7,1,47
90,1975,0,0,Onboarding,Enrolled,Business,US,Internal Application,None,50plus,6to10,1to5,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,606,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,66,,,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,213.99,213.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,66
91,1994,0,0,Onboarding,Enrolled,Business,US,Search - Paid,None,2to5,25plus,25to100,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,109,0,0,0,0,0,,0,0,0,0,0.03030303,0,0,0,0,0,0,0,3,1,53
94,2069,1,1905.63,Onboarding,Enrolled,Business,US,External Application,None,11to50,6to10,1to5,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,7,3,7,18,0,0,1,6,3,6,0,0,1391,10787,1142,4505,0,0,40,277,59,125,0,0,0,0,0,1,0,0,1,2,0,0,6,,,0,0,0,5,2,0,0,0,10,57,12,24,,,352.048,412.6980702,525.8275,198.91375,370.1760194,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,47,71,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.066666667,0.058139535,0,0,0,0,0.066666667,0,3,1,9
96,2128,0,0,Onboarding,Enrolled,Business,US,Internal Application,None,6to10,6to10,1to5,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,3,8,12,0,0,0,0,0,3,0,0,0,9,4345,12684,0,0,0,2,17,94,0,0,0,0,0,2,0,0,0,0,0,0,9,,,0,0,0,0,1,2,0,0,0,0,5,11,,,,,187.202,220.8263636,210.31875,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,121,0,0,0,0,,0,0,0,0.045454545,0,0,0,0,0,0.045454545,0,0,,,72
97,2137,1,2022.69,Onboarding,Enrolled,Business,US,Internal Customer Scrape,None,6to10,6to10,5to25,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,1,0,0,849.99,,0,0,3,17,11,94,125,0,0,2,9,0,35,0,0,539,24730,11436,144143,0,0,13,349,74,1687,0,0,0,1,0,5,0,0,0,3,0,6,6,2500,2500,0,0,0,1,4,18,0,0,2,100,17,543,,,2500,1034.2605,1832.801765,1511.406151,1450.569819,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,236,0,53,0,0,0,0,0.792372881,0,0,0,0,0,0.032258065,0,0,0,0,0,0.016129032,4,2,10
101,2170,1,489.99,Onboarding,Active,Business,US,External Application,Purchaser,None,None,None,liveTransfer,1,0,0,0,0,0,468,0,0,0,0,0,1,0,468,468,1,1,1,-0.046987179,1,0,1,0,1,0,0,0,,,,,,,,,,,2,1,0.5,466.495,468,1,4,0,13,31,71,120,1,2,0,12,28,10,638,3447,0,5794,45135,62230,8,96,0,162,368,779,1,1,0,2,2,5,0,0,0,0,0,0,1,776.17,97.02125,0,0,0,2,13,31,5,15,0,26,64,148,179.764,166.3726667,,589.6576923,522.77125,630.8081757,564.1181395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2181,0,0,0,0,0,0,0,0,0,0.975699221,0.333333333,0.285714286,0,0.436363636,0.470588235,0.283783784,0,0.285714286,0,0.127272727,0.188235294,0.059459459,7,1,1
104,2288,0,0,Onboarding,Active,Business,US,Internal Application,None,1,11to25,25to100,directEIN,0,0,0,1,0,0,0,0,0,389.99,0,0,0,1,389.99,389.99,23,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,839.99,,2,1,2,21,4,0,30,2,1,1,11,0,0,5533,6509,242,43155,1132,0,13,144,16,305,18,0,1,1,0,2,0,0,0,1,0,6,0,0,1,6755.07,1351.014,0,4,0,13,4,0,2,47,2,84,3,0,1499,1010.232553,192.045,627.4921429,540,,762.2634783,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,722,0,0,0,0,0,0,0,0.142857143,0.111111111,0.5,0.25,0.4,0,0,0,0.1,0.1125,0.2,0,9,2,23
105,2300,0,0,Onboarding,Enrolled,Business,US,Social - Paid,None,2to5,6to10,5to25,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,6,8,16,0,1,0,0,3,3,0,923,0,0,11242,8568,0,8,0,1,64,52,0,0,0,0,1,0,0,0,0,0,0,0,3,,,0,0,0,0,0,6,0,1,0,0,10,12,,919.99,,,32.294,284.6591667,202.5582609,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.2,0,0,0,0,0,0.2,0,1,1,3
107,2365,0,0,Onboarding,Enrolled,Business,US,Internal Application,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,7,14,23,0,0,0,0,1,1,0,0,0,757,7626,4111,0,0,0,19,133,80,0,0,0,0,0,0,0,0,0,0,1,0,17,,,0,0,0,2,3,3,0,0,0,3,30,17,,,,135.8266667,462.1383333,329.2976471,397.3938,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,856,0,0,0,0,0,0,0,0,0,0,0.055555556,0.06122449,0.015350877,0,0,0,0.018518519,0.040816327,0.004385965,6,2,18
111,2400,0,0,Onboarding,Active,Trade,US,Quotes,None,2to5,25plus,5to25,directEIN,0,0,1,0,0,0,0,0,1154.86,0,0,0,0,1,1154.86,1154.86,7,1,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,0,4,17,5,6,32,0,0,3,5,0,0,0,0,4711,7654,196,12556,0,0,24,64,10,38,0,0,1,3,0,0,0,0,0,0,0,0,6,5316.7,886.1166667,0,0,1,0,0,0,0,0,4,20,8,13,,,318.6375,1275.395,48.43875,432.8423077,728.8202222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0.5,0.090909091,0,0.051724138,0,0,0,0.090909091,0,0,1,1,7
117,2465,0,0,Onboarding,Enrolled,Trade,US,Internal Application,None,2to5,6to10,5to25,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,23,32,0,0,0,0,9,19,0,0,0,0,6912,36697,0,0,0,0,55,431,0,0,0,0,0,2,0,0,0,0,2,4,36,,,0,0,0,0,4,16,0,0,0,0,4,70,,,,,465.7575,603.6502857,596.1966216,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,904,0,0,0,0,,0,0,0,0.147727273,0.181818182,0.706070288,0,0,0,0,0,0,9,3,66
118,2478,1,7632.7,Onboarding,Enrolled,Business,US,Search - Paid,None,None,None,None,email,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,10,10,10,1,,,,,,1,0,10,7,7,46,71,1,0,9,6,6,27,607,0,8539,9038,687,44246,17,0,157,98,22,665,0,0,0,0,0,9,0,0,4,2,0,0,1,,,1,0,1,9,0,39,6,0,67,41,8,168,209.1716667,,456.7016418,1248.009512,1294.94625,327.5268452,511.7465862,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,40,54,0,0,0,0,0,0,0,0,0,0,0.1,0.097560976,0.082840237,0,0,0,0.1,0.073170732,0.032544379,,,6
122,2515,0,0,Onboarding,Enrolled,Business,US,Internal Application,None,6to10,3to5,1to5,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,3,9,13,0,0,0,1,0,9,0,0,0,1042,45,13803,0,0,0,19,4,29,0,0,0,1,0,0,0,0,0,0,0,0,16,1209,1209,0,0,0,0,0,1,0,0,0,3,3,1,,,,794.33,145.99,40,408.7085714,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,30,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,16
124,2532,0,0,Onboarding,Enrolled,Business,US,Internal Customer Scrape,None,11to50,3to5,1to5,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,3,14,18,0,0,0,1,1,12,0,0,0,0,2241,15188,0,0,0,1,21,152,0,0,0,0,0,1,0,0,0,0,0,3,30,,,0,0,0,0,0,4,0,0,0,0,5,46,,,,,153.472,602.9758696,558.9068627,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,493,0,0,0,0,,0,0,0,0,1,0.8,0,0,0,0,0,0.2,,,41
125,2535,0,0,Onboarding,Enrolled,Trade,US,Internal Customer Scrape,Purchaser,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,4,7,0,0,0,1,0,0,0,0,0,14727,1234,2618,0,0,0,42,15,6,0,0,0,1,0,0,0,0,0,0,0,0,9,179.95,179.95,0,0,0,1,0,0,0,0,0,13,0,2,,,,270.0738462,,112.49,249.0626667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0.083333333,0.355932203,0.277777778,0.278637771,0,0,0,0,0.013888889,0.003095975,8,2,7
128,2658,0,0,Onboarding,Enrolled,Trade,US,Social - Paid,None,11to50,25plus,100plus,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,393,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,,,,,,,,0,0,0,2,0,0,,,,8749.495,,,8749.495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0.285714286,0,0,0,0,0,0,0,0,3,1,30
133,2756,0,0,Onboarding,Enrolled,Business,US,External Application,None,2to5,3to5,1to5,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,5,0,0,6,0,1,0,4,0,0,0,647,0,10614,0,0,0,17,0,109,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,864.31,108.03875,0,0,0,2,0,0,0,1,0,13,0,0,,123.33,,116.8269231,,,117.2914286,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,54,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0.136363636,0,0,1,1,14
134,2776,1,287.99,Onboarding,Enrolled,Business,US,Internal Customer Scrape,Purchaser,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,8,23,123,156,0,0,2,7,10,28,0,0,570,1739,16813,83168,0,0,23,55,173,952,0,0,0,0,4,18,0,0,0,2,0,0,5,,,0,0,0,0,0,8,0,0,0,12,15,153,,,,99,127.12,506.819085,447.9895556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,923,0,0,0,0,0,,0,0.1,0.111111111,0.116071429,0.204081633,0.160949868,0,0,0.111111111,0.0625,0.156462585,0.12005277,7,2,33
141,2983,0,0,Onboarding,Enrolled,Business,US,Internal Application,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,4,43,51,0,0,0,1,3,9,964,0,0,806,2331,38631,19,0,0,8,15,338,0,0,0,0,1,4,0,0,0,0,0,0,1,,,0,0,0,0,1,5,3,0,0,2,6,64,4502.993333,,,862.5,569.8333333,1094.525781,1182.701733,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18,491,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,,,8
142,2989,0,0,Onboarding,Enrolled,Business,US,Internal Customer Scrape,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,10,0,65,75,0,0,0,5,0,13,0,0,0,43838,0,156194,0,0,0,222,0,579,0,0,0,3,0,13,0,0,0,0,0,0,17,2435.94,162.396,0,0,0,8,0,19,0,0,0,83,0,138,,,,194.0033735,,720.0351449,522.4757014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.125,0,0,0,0.285714286,0,0.116666667,,,23
144,3047,1,895.89,Onboarding,Active,Business,US,Affiliates,Primary,2to5,3to5,1to5,email,0,1,0,0,0,0,0,49.99,0,0,0,0,0,1,49.99,49.99,3,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,1,2,34,27,165,230,1,1,2,24,16,159,118,1079,7513,40403,20878,254679,4,24,28,653,364,2867,0,0,0,9,3,14,0,0,0,0,0,0,1,3095.75,182.1029412,0,0,0,2,2,19,0,6,7,137,74,738,,78.58333333,322.8785714,342.2731387,424.85,383.4863279,378.4562162,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,89,0,0,0,0,0,0,0,0.5,0.5,0.25,0.424242424,0.5,0.352112676,0,0,0,0.060606061,0,0.014084507,7,1,10
